economy goes into recession D 1169
economy has been undergoing D 1076
economy has been achieved D 976
economy has been effected D 880
economy has been developing D 854
economy has been replaced D 800
economy has been affected D 768
economy has been severely D 668
economy was made possible D 646
economy has been stagnant D 638
economy and will continue D 630
economy has been seriously D 542
economy had been severely D 530
economy has been performing D 518
economy has been observed D 470
economy has been sluggish D 444
economy had been restored D 420
economy had been seriously D 370
economy and other domestic D 366
economy had been achieved D 358
economy had been stagnant D 312
economy has been recovering D 308
economy has only recently D 304
economy was also affected D 302
ecology and coal resource D 302
economy that have occurred D 298
economy with high inflation D 286
ecology and health concerns D 284
economy has been stagnating D 270
economy and high inflation D 270
economy has been somewhat D 268
economy and good judgment D 250
economy has also increased D 248
economy and other subjects D 246
economy has also suffered D 228
economy has been examined D 226
economy and their personal D 224
economy has been struggling D 222
economy has been provided D 220
economy and other economic D 220
economy has been hampered D 216
economy has been accepted D 216
economy was more advanced D 213
economy and high interest D 210
economy has been restored D 206
economy has been oriented D 204
economy and living standard D 203
economy has been stressed D 198
economy has been functioning D 196
economy had been replaced D 196
economy and more recently D 196
economy has been obtained D 190
economy had been developing D 190
ecology and other branches D 188
economy has been buffeted D 184
economy and good business D 184
economy and were therefore D 180
economy and their relative D 180
economy that made possible D 178
economy has been analyzed D 178
economy has been modified D 176
economy has made possible D 174
economy has been improved D 174
economy has been regarded D 172
economy not only lessened D 170
economy has been attained D 168
economy and high standard D 168
economy has been directed D 166
economy had been affected D 166
economy and race relations D 164
economy and must therefore D 164
economy for their survival D 162
economy had been effected D 158
economy are also explored D 158
economy has been followed D 154
economy has been extended D 154
economy had been performing D 154
economy was only partially D 152
economy has been increased D 150
economy has been enhanced D 148
eclipse had been observed D 148
economy was well underway D 144
economy and made possible D 142
economy that have affected D 140
economy had been observed D 140
economy has been promoted D 138
economy has been enormous D 138
economy and rising inflation D 138
economy that have resulted D 134
economy had been received D 134
economy and curb inflation D 134
economy has also affected D 132
economy had been undergoing D 132
economy and food security D 132
economy with high interest D 130
economy has been proposed D 130
ecology and other sciences D 129
economy has been compared D 128
economy has also resulted D 126
economy has been positive D 122
economy had been sluggish D 122
economy and other branches D 122
economy has been entirely D 120
economy has been battered D 120
economy has been expanded D 118
economy and their economic D 118
economy has also expanded D 116
economy and make possible D 116
economy was just recovering D 114
economy had been crippled D 114
economy was only slightly D 112
economy with great vivacity D 110
economy has been dramatic D 110
economy had ever produced D 110
ecology has been reviewed D 110
economy has been recently D 108
economy has great potential D 106
economy has been rendered D 106
economy that will continue D 104
economy has been referred D 104
economy has been explored D 104
economy has been crippled D 104
economy had been recovering D 104
economy and debt reduction D 104
economy had been stagnating D 102
economy was well advanced D 100
economy has been prepared D 100
economy has been adjusted D 100
economy and other elements D 100
eclipse has been observed D 100
economy was very unstable D 98
economy has been troubled D 98
economy has been enriched D 98
economy has been enforced D 98
economy has been directly D 98
economy and their relations D 98
economy that will generate D 96
economy that have increased D 96
economy may have increased D 96
economy has also produced D 96
economy and will therefore D 96
economy may have suffered D 94
economy has been generating D 94
economy has been burdened D 94
economy was very backward D 93
economy was also undergoing D 92
economy has been unstable D 92
economy and other criminal D 92
economy has been governed D 90
economy not only requires D 88
economy has been mentioned D 88
economy has been adequate D 88
economy and their military D 88
economy and their children D 88
economy and other problems D 88
economy was less affected D 86
economy had been accepted D 86
economy with more emphasis D 84
economy was only possible D 84
economy not only provided D 84
economy are also included D 84
economy and other relevant D 84
economy and more fidelity D 84
economy has made progress D 82
economy had been struggling D 82
economy had been somewhat D 82
economy had been oriented D 82
economy and keep inflation D 82
economy has been variously D 80
economy has been profound D 80
economy but also provided D 80
economy are also relevant D 80
economy and their profusion D 80
economy and their potential D 59
